FIPS,STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2019
27033,Minnesota,Cottonwood County,"11,687","11,196"
27035,Minnesota,Crow Wing County,"62,500","65,055"
27037,Minnesota,Dakota County,"398,552","429,021"
27039,Minnesota,Dodge County,"20,087","20,934"
27041,Minnesota,Douglas County,"36,009","38,141"
27043,Minnesota,Faribault County,"14,553","13,653"
27045,Minnesota,Fillmore County,"20,866","21,067"
27047,Minnesota,Freeborn County,"31,255","30,281"
27049,Minnesota,Goodhue County,"46,183","46,340"
27051,Minnesota,Grant County,"6,018","5,972"
27053,Minnesota,Hennepin County,"1,152,425","1,265,843"
27055,Minnesota,Houston County,"19,027","18,600"
27057,Minnesota,Hubbard County,"20,428","21,491"
27059,Minnesota,Isanti County,"37,816","40,596"
27061,Minnesota,Itasca County,"45,058","45,130"
27063,Minnesota,Jackson County,"10,266","9,846"
27065,Minnesota,Kanabec County,"16,239","16,337"
27067,Minnesota,Kandiyohi County,"42,239","43,199"
27069,Minnesota,Kittson County,"4,552","4,298"
27071,Minnesota,Koochiching County,"13,311","12,229"
27073,Minnesota,Lac qui Parle County,"7,259","6,623"
27075,Minnesota,Lake County,"10,866","10,641"
27077,Minnesota,Lake of the Woods County,"4,045","3,740"
27079,Minnesota,Le Sueur County,"27,703","28,887"
27081,Minnesota,Lincoln County,"5,896","5,639"
27083,Minnesota,Lyon County,"25,857","25,474"
27085,Minnesota,McLeod County,"36,651","35,893"
27087,Minnesota,Mahnomen County,"5,413","5,527"
27089,Minnesota,Marshall County,"9,439","9,336"
27091,Minnesota,Martin County,"20,840","19,683"
27093,Minnesota,Meeker County,"23,300","23,222"
27095,Minnesota,Mille Lacs County,"26,097","26,277"
27097,Minnesota,Morrison County,"33,198","33,386"
27099,Minnesota,Mower County,"39,163","40,062"
27101,Minnesota,Murray County,"8,725","8,194"
27103,Minnesota,Nicollet County,"32,727","34,274"
27105,Minnesota,Nobles County,"21,378","21,629"
27107,Minnesota,Norman County,"6,852","6,375"
27109,Minnesota,Olmsted County,"144,248","158,293"
27111,Minnesota,Otter Tail County,"57,303","58,746"
27113,Minnesota,Pennington County,"13,930","14,119"
27115,Minnesota,Pine County,"29,750","29,579"
27117,Minnesota,Pipestone County,"9,596","9,126"
27119,Minnesota,Polk County,"31,600","31,364"
27121,Minnesota,Pope County,"10,995","11,249"
27123,Minnesota,Ramsey County,"508,640","550,321"
27125,Minnesota,Red Lake County,"4,089","4,055"
27127,Minnesota,Redwood County,"16,059","15,170"
27129,Minnesota,Renville County,"15,730","14,548"
27131,Minnesota,Rice County,"64,142","66,972"
27133,Minnesota,Rock County,"9,687","9,315"
27135,Minnesota,Roseau County,"15,629","15,165"
27137,Minnesota,St. Louis County,"200,226","199,070"
27139,Minnesota,Scott County,"129,928","149,013"
27141,Minnesota,Sherburne County,"88,499","97,238"
27143,Minnesota,Sibley County,"15,226","14,865"
27145,Minnesota,Stearns County,"150,642","161,075"
27147,Minnesota,Steele County,"36,576","36,649"
27149,Minnesota,Stevens County,"9,726","9,805"
27151,Minnesota,Swift County,"9,783","9,266"
27153,Minnesota,Todd County,"24,895","24,664"
27155,Minnesota,Traverse County,"3,558","3,259"
27157,Minnesota,Wabasha County,"21,676","21,627"
27159,Minnesota,Wadena County,"13,843","13,682"
27161,Minnesota,Waseca County,"19,136","18,612"
27163,Minnesota,Washington County,"238,136","262,440"
27165,Minnesota,Watonwan County,"11,211","10,897"
27167,Minnesota,Wilkin County,"6,576","6,207"
27169,Minnesota,Winona County,"51,461","50,484"
27171,Minnesota,Wright County,"124,700","138,377"
27173,Minnesota,Yellow Medicine County,"10,438","9,709"
28000,Mississippi,Mississippi,"2,967,297","2,976,149"
28001,Mississippi,Adams County,"32,297","30,693"
28003,Mississippi,Alcorn County,"37,057","36,953"
28005,Mississippi,Amite County,"13,131","12,297"
28007,Mississippi,Attala County,"19,564","18,174"
28009,Mississippi,Benton County,"8,729","8,259"
28011,Mississippi,Bolivar County,"34,145","30,628"
28013,Mississippi,Calhoun County,"14,962","14,361"
28015,Mississippi,Carroll County,"10,597","9,947"
28017,Mississippi,Chickasaw County,"17,392","17,103"
28019,Mississippi,Choctaw County,"8,547","8,210"
28021,Mississippi,Claiborne County,"9,604","8,988"
28023,Mississippi,Clarke County,"16,732","15,541"
28025,Mississippi,Clay County,"20,634","19,316"
28027,Mississippi,Coahoma County,"26,151","22,124"
28029,Mississippi,Copiah County,"29,449","28,065"
28031,Mississippi,Covington County,"19,568","18,636"
28033,Mississippi,DeSoto County,"161,252","184,945"
28035,Mississippi,Forrest County,"74,934","74,897"
28037,Mississippi,Franklin County,"8,118","7,713"
28039,Mississippi,George County,"22,578","24,500"
28041,Mississippi,Greene County,"14,400","13,586"
28043,Mississippi,Grenada County,"21,906","20,758"
28045,Mississippi,Hancock County,"43,929","47,632"
28047,Mississippi,Harrison County,"187,105","208,080"
28049,Mississippi,Hinds County,"245,285","231,840"
28051,Mississippi,Holmes County,"19,198","17,010"
28053,Mississippi,Humphreys County,"9,375","8,064"
28055,Mississippi,Issaquena County,"1,406","1,327"
28057,Mississippi,Itawamba County,"23,401","23,390"
28059,Mississippi,Jackson County,"139,668","143,617"
28061,Mississippi,Jasper County,"17,062","16,383"
28063,Mississippi,Jefferson County,"7,726","6,990"
28065,Mississippi,Jefferson Davis County,"12,487","11,128"
28067,Mississippi,Jones County,"67,761","68,098"
28069,Mississippi,Kemper County,"10,456","9,742"
28071,Mississippi,Lafayette County,"47,351","54,019"
28073,Mississippi,Lamar County,"55,658","63,343"
28075,Mississippi,Lauderdale County,"80,261","74,125"
28077,Mississippi,Lawrence County,"12,929","12,586"
28079,Mississippi,Leake County,"23,805","22,786"
28081,Mississippi,Lee County,"82,910","85,436"
28083,Mississippi,Leflore County,"32,317","28,183"
28085,Mississippi,Lincoln County,"34,869","34,153"
28087,Mississippi,Lowndes County,"59,779","58,595"
28089,Mississippi,Madison County,"95,203","106,272"
28091,Mississippi,Marion County,"27,088","24,573"
28093,Mississippi,Marshall County,"37,144","35,294"
28095,Mississippi,Monroe County,"36,989","35,252"
28097,Mississippi,Montgomery County,"10,925","9,775"
28099,Mississippi,Neshoba County,"29,676","29,118"
28101,Mississippi,Newton County,"21,720","21,018"
28103,Mississippi,Noxubee County,"11,545","10,417"
28105,Mississippi,Oktibbeha County,"47,671","49,587"
28107,Mississippi,Panola County,"34,707","34,192"
28109,Mississippi,Pearl River County,"55,834","55,535"
28111,Mississippi,Perry County,"12,250","11,973"
28113,Mississippi,Pike County,"40,404","39,288"
28115,Mississippi,Pontotoc County,"29,957","32,174"
28117,Mississippi,Prentiss County,"25,276","25,126"
28119,Mississippi,Quitman County,"8,223","6,792"
28121,Mississippi,Rankin County,"141,617","155,271"
28123,Mississippi,Scott County,"28,264","28,124"
28125,Mississippi,Sharkey County,"4,916","4,321"
28127,Mississippi,Simpson County,"27,503","26,658"
28129,Mississippi,Smith County,"16,491","15,916"
28131,Mississippi,Stone County,"17,786","18,336"
28133,Mississippi,Sunflower County,"29,450","25,110"
28135,Mississippi,Tallahatchie County,"15,378","13,809"
28137,Mississippi,Tate County,"28,886","28,321"
28139,Mississippi,Tippah County,"22,232","22,015"
28141,Mississippi,Tishomingo County,"19,593","19,383"
28143,Mississippi,Tunica County,"10,778","9,632"
28145,Mississippi,Union County,"27,134","28,815"
28147,Mississippi,Walthall County,"15,443","14,286"
28149,Mississippi,Warren County,"48,773","45,381"
28151,Mississippi,Washington County,"51,137","43,909"
28153,Mississippi,Wayne County,"20,747","20,183"
28155,Mississippi,Webster County,"10,253","9,689"
28157,Mississippi,Wilkinson County,"9,878","8,630"
28159,Mississippi,Winston County,"19,198","17,955"
28161,Mississippi,Yalobusha County,"12,678","12,108"
28163,Mississippi,Yazoo County,"28,065","29,690"
29000,Missouri,Missouri,"5,988,927","6,137,428"
29001,Missouri,Adair County,"25,607","25,343"
29003,Missouri,Andrew County,"17,291","17,712"
29005,Missouri,Atchison County,"5,685","5,143"
29007,Missouri,Audrain County,"25,529","25,388"
29009,Missouri,Barry County,"35,597","35,789"
29011,Missouri,Barton County,"12,402","11,754"
29013,Missouri,Bates County,"17,049","16,172"
29015,Missouri,Benton County,"19,056","19,443"
29017,Missouri,Bollinger County,"12,363","12,133"
29019,Missouri,Boone County,"162,642","180,463"
29021,Missouri,Buchanan County,"89,201","87,364"
29023,Missouri,Butler County,"42,794","42,478"
29025,Missouri,Caldwell County,"9,424","9,020"
29027,Missouri,Callaway County,"44,332","44,743"
29029,Missouri,Camden County,"44,002","46,305"
29031,Missouri,Cape Girardeau County,"75,674","78,871"
29033,Missouri,Carroll County,"9,295","8,679"
29035,Missouri,Carter County,"6,265","5,982"
29037,Missouri,Cass County,"99,478","105,780"
29039,Missouri,Cedar County,"13,982","14,349"
29041,Missouri,Chariton County,"7,831","7,426"
29043,Missouri,Christian County,"77,422","88,595"
29045,Missouri,Clark County,"7,139","6,797"
29047,Missouri,Clay County,"221,939","249,948"
29049,Missouri,Clinton County,"20,743","20,387"
29051,Missouri,Cole County,"75,990","76,745"
29053,Missouri,Cooper County,"17,601","17,709"
29055,Missouri,Crawford County,"24,696","23,920"
29057,Missouri,Dade County,"7,883","7,561"
29059,Missouri,Dallas County,"16,777","16,878"
29061,Missouri,Daviess County,"8,433","8,278"
29063,Missouri,DeKalb County,"12,892","12,547"
29065,Missouri,Dent County,"15,657","15,573"
29067,Missouri,Douglas County,"13,684","13,185"
29069,Missouri,Dunklin County,"31,953","29,131"
29071,Missouri,Franklin County,"101,492","103,967"
29073,Missouri,Gasconade County,"15,222","14,706"
29075,Missouri,Gentry County,"6,738","6,571"
29077,Missouri,Greene County,"275,174","293,086"
29079,Missouri,Grundy County,"10,261","9,850"
29081,Missouri,Harrison County,"8,957","8,352"
29083,Missouri,Henry County,"22,272","21,824"
29085,Missouri,Hickory County,"9,627","9,544"
29087,Missouri,Holt County,"4,912","4,403"
29089,Missouri,Howard County,"10,144","10,001"
29091,Missouri,Howell County,"40,400","40,117"
29093,Missouri,Iron County,"10,630","10,125"
29095,Missouri,Jackson County,"674,158","703,011"
29097,Missouri,Jasper County,"117,404","121,328"
29099,Missouri,Jefferson County,"218,733","225,081"
29101,Missouri,Johnson County,"52,595","54,062"
29103,Missouri,Knox County,"4,131","3,959"
29105,Missouri,Laclede County,"35,571","35,723"
29107,Missouri,Lafayette County,"33,381","32,708"
29109,Missouri,Lawrence County,"38,634","38,355"
29111,Missouri,Lewis County,"10,211","9,776"
29113,Missouri,Lincoln County,"52,566","59,013"
29115,Missouri,Linn County,"12,761","11,920"
29117,Missouri,Livingston County,"15,195","15,227"
29119,Missouri,McDonald County,"23,083","22,837"
29121,Missouri,Macon County,"15,566","15,117"
29123,Missouri,Madison County,"12,226","12,088"
29125,Missouri,Maries County,"9,176","8,697"
29127,Missouri,Marion County,"28,781","28,530"
29129,Missouri,Mercer County,"3,785","3,617"
29131,Missouri,Miller County,"24,748","25,619"
29133,Missouri,Mississippi County,"14,358","13,180"
29135,Missouri,Moniteau County,"15,607","16,132"
29137,Missouri,Monroe County,"8,840","8,644"
29139,Missouri,Montgomery County,"12,236","11,551"
29141,Missouri,Morgan County,"20,565","20,627"
29143,Missouri,New Madrid County,"18,956","17,076"
29145,Missouri,Newton County,"58,114","58,236"
29147,Missouri,Nodaway County,"23,370","22,092"
29149,Missouri,Oregon County,"10,881","10,529"
29151,Missouri,Osage County,"13,878","13,615"
29153,Missouri,Ozark County,"9,723","9,174"
29155,Missouri,Pemiscot County,"18,296","15,805"
29157,Missouri,Perry County,"18,971","19,136"
29159,Missouri,Pettis County,"42,201","42,339"
29161,Missouri,Phelps County,"45,156","44,573"
29163,Missouri,Pike County,"18,516","18,302"
29165,Missouri,Platte County,"89,322","104,418"
29167,Missouri,Polk County,"31,137","32,149"
29169,Missouri,Pulaski County,"52,274","52,607"
29171,Missouri,Putnam County,"4,979","4,696"
29173,Missouri,Ralls County,"10,167","10,309"
29175,Missouri,Randolph County,"25,414","24,748"
29177,Missouri,Ray County,"23,494","23,018"
29179,Missouri,Reynolds County,"6,696","6,270"
29181,Missouri,Ripley County,"14,100","13,288"
29183,Missouri,St. Charles County,"360,485","402,022"
29185,Missouri,St. Clair County,"9,805","9,397"
29186,Missouri,Ste. Genevieve County,"18,145","17,894"
29187,Missouri,St. Francois County,"65,359","67,215"
29189,Missouri,St. Louis County,"998,954","994,205"
29195,Missouri,Saline County,"23,370","22,761"
29197,Missouri,Schuyler County,"4,431","4,660"
29199,Missouri,Scotland County,"4,843","4,902"
29201,Missouri,Scott County,"39,191","38,280"
29203,Missouri,Shannon County,"8,441","8,166"
29205,Missouri,Shelby County,"6,373","5,930"
29207,Missouri,Stoddard County,"29,968","29,025"
29209,Missouri,Stone County,"32,202","31,952"
29211,Missouri,Sullivan County,"6,714","6,089"
29213,Missouri,Taney County,"51,675","55,928"
29215,Missouri,Texas County,"26,008","25,398"
29217,Missouri,Vernon County,"21,159","20,563"
29219,Missouri,Warren County,"32,513","35,649"
29221,Missouri,Washington County,"25,195","24,730"
29223,Missouri,Wayne County,"13,521","12,873"
29225,Missouri,Webster County,"36,202","39,592"
29227,Missouri,Worth County,"2,171","2,013"
29229,Missouri,Wright County,"18,815","18,289"
29510,Missouri,St. Louis city,"319,294","300,576"
30000,Montana,Montana,"989,415","1,068,778"
30001,Montana,Beaverhead County,"9,246","9,453"
30003,Montana,Big Horn County,"12,865","13,319"
30005,Montana,Blaine County,"6,491","6,681"
30007,Montana,Broadwater County,"5,612","6,237"
30009,Montana,Carbon County,"10,078","10,725"
30011,Montana,Carter County,"1,160","1,252"
30013,Montana,Cascade County,"81,327","81,366"
30015,Montana,Chouteau County,"5,813","5,635"
30017,Montana,Custer County,"11,699","11,402"
30019,Montana,Daniels County,"1,751","1,690"
30021,Montana,Dawson County,"8,966","8,613"
30023,Montana,Deer Lodge County,"9,298","9,140"
30025,Montana,Fallon County,"2,890","2,846"
30027,Montana,Fergus County,"11,586","11,050"
30029,Montana,Flathead County,"90,928","103,806"
30031,Montana,Gallatin County,"89,513","114,434"
30033,Montana,Garfield County,"1,206","1,258"
30035,Montana,Glacier County,"13,399","13,753"
30037,Montana,Golden Valley County,884,821
30039,Montana,Granite County,"3,079","3,379"
30041,Montana,Hill County,"16,096","16,484"
30043,Montana,Jefferson County,"11,406","12,221"
30045,Montana,Judith Basin County,"2,072","2,007"
30047,Montana,Lake County,"28,746","30,458"
30049,Montana,Lewis and Clark County,"63,395","69,432"
30051,Montana,Liberty County,"2,339","2,337"
30053,Montana,Lincoln County,"19,687","19,980"
30055,Montana,McCone County,"1,734","1,664"
30057,Montana,Madison County,"7,691","8,600"
30059,Montana,Meagher County,"1,891","1,862"
30061,Montana,Mineral County,"4,223","4,397"
30063,Montana,Missoula County,"109,299","119,600"
30065,Montana,Musselshell County,"4,538","4,633"
30067,Montana,Park County,"15,636","16,606"
30069,Montana,Petroleum County,494,487
30071,Montana,Phillips County,"4,253","3,954"
30073,Montana,Pondera County,"6,153","5,911"
30075,Montana,Powder River County,"1,743","1,682"
30077,Montana,Powell County,"7,027","6,890"
30079,Montana,Prairie County,"1,179","1,077"
30081,Montana,Ravalli County,"40,212","43,806"
30083,Montana,Richland County,"9,746","10,803"
30085,Montana,Roosevelt County,"10,425","11,004"
30087,Montana,Rosebud County,"9,233","8,937"
30089,Montana,Sanders County,"11,413","12,113"
30091,Montana,Sheridan County,"3,384","3,309"
30093,Montana,Silver Bow County,"34,200","34,915"
30095,Montana,Stillwater County,"9,117","9,642"
30097,Montana,Sweet Grass County,"3,651","3,737"
30099,Montana,Teton County,"6,073","6,147"
30101,Montana,Toole County,"5,324","4,736"
30103,Montana,Treasure County,718,696
30105,Montana,Valley County,"7,369","7,396"
30107,Montana,Wheatland County,"2,168","2,126"
30109,Montana,Wibaux County,"1,017",969
30111,Montana,Yellowstone County,"147,972","161,300"
31000,Nebraska,Nebraska,"1,826,341","1,934,408"
31001,Nebraska,Adams County,"31,364","31,363"
31003,Nebraska,Antelope County,"6,685","6,298"
31005,Nebraska,Arthur County,460,463
31007,Nebraska,Banner County,690,745
31009,Nebraska,Blaine County,478,465
31011,Nebraska,Boone County,"5,505","5,192"
31013,Nebraska,Box Butte County,"11,308","10,783"
31015,Nebraska,Boyd County,"2,099","1,919"
31017,Nebraska,Brown County,"3,145","2,955"
31019,Nebraska,Buffalo County,"46,102","49,659"
31021,Nebraska,Burt County,"6,858","6,459"
31023,Nebraska,Butler County,"8,395","8,016"
31025,Nebraska,Cass County,"25,241","26,248"
31027,Nebraska,Cedar County,"8,852","8,402"
31029,Nebraska,Chase County,"3,966","3,924"
31031,Nebraska,Cherry County,"5,713","5,689"
31033,Nebraska,Cheyenne County,"9,998","8,910"
31035,Nebraska,Clay County,"6,542","6,203"
31037,Nebraska,Colfax County,"10,515","10,709"
31039,Nebraska,Cuming County,"9,139","8,846"
31041,Nebraska,Custer County,"10,939","10,777"
31043,Nebraska,Dakota County,"21,006","20,026"
31045,Nebraska,Dawes County,"9,182","8,589"
31047,Nebraska,Dawson County,"24,326","23,595"
31049,Nebraska,Deuel County,"1,941","1,794"
31051,Nebraska,Dixon County,"6,000","5,636"
31053,Nebraska,Dodge County,"36,691","36,565"
31055,Nebraska,Douglas County,"517,110","571,327"
31057,Nebraska,Dundy County,"2,008","1,693"
31059,Nebraska,Fillmore County,"5,890","5,462"
31061,Nebraska,Franklin County,"3,225","2,979"
31063,Nebraska,Frontier County,"2,756","2,627"
31065,Nebraska,Furnas County,"4,959","4,676"
31067,Nebraska,Gage County,"22,311","21,513"
31069,Nebraska,Garden County,"2,057","1,837"
31071,Nebraska,Garfield County,"2,049","1,969"
31073,Nebraska,Gosper County,"2,044","1,990"
31075,Nebraska,Grant County,614,623
31077,Nebraska,Greeley County,"2,538","2,356"
31079,Nebraska,Hall County,"58,607","61,353"
31081,Nebraska,Hamilton County,"9,124","9,324"
31083,Nebraska,Harlan County,"3,423","3,380"
31085,Nebraska,Hayes County,967,922
31087,Nebraska,Hitchcock County,"2,908","2,762"
31089,Nebraska,Holt County,"10,435","10,067"
31091,Nebraska,Hooker County,736,682
31093,Nebraska,Howard County,"6,274","6,445"
31095,Nebraska,Jefferson County,"7,547","7,046"
31097,Nebraska,Johnson County,"5,217","5,071"
31099,Nebraska,Kearney County,"6,489","6,495"
31101,Nebraska,Keith County,"8,368","8,034"
31103,Nebraska,Keya Paha County,824,806
31105,Nebraska,Kimball County,"3,821","3,632"
31107,Nebraska,Knox County,"8,701","8,332"
31109,Nebraska,Lancaster County,"285,407","319,090"
31111,Nebraska,Lincoln County,"36,288","34,914"
31113,Nebraska,Logan County,763,748
31115,Nebraska,Loup County,632,664
31117,Nebraska,McPherson County,539,494
31119,Nebraska,Madison County,"34,876","35,099"
31121,Nebraska,Merrick County,"7,845","7,755"
31123,Nebraska,Morrill County,"5,042","4,642"
31125,Nebraska,Nance County,"3,735","3,519"
31127,Nebraska,Nemaha County,"7,248","6,972"
31129,Nebraska,Nuckolls County,"4,500","4,148"
31131,Nebraska,Otoe County,"15,740","16,012"
31133,Nebraska,Pawnee County,"2,773","2,613"
31135,Nebraska,Perkins County,"2,970","2,891"
31137,Nebraska,Phelps County,"9,188","9,034"
31139,Nebraska,Pierce County,"7,266","7,148"
31141,Nebraska,Platte County,"32,237","33,470"
31143,Nebraska,Polk County,"5,406","5,213"
31145,Nebraska,Red Willow County,"11,055","10,724"
31147,Nebraska,Richardson County,"8,363","7,865"
31149,Nebraska,Rock County,"1,526","1,357"
31151,Nebraska,Saline County,"14,200","14,224"
31153,Nebraska,Sarpy County,"158,840","187,196"
31155,Nebraska,Saunders County,"20,780","21,578"
31157,Nebraska,Scotts Bluff County,"36,970","35,618"
31159,Nebraska,Seward County,"16,750","17,284"
31161,Nebraska,Sheridan County,"5,469","5,246"
31163,Nebraska,Sherman County,"3,152","3,001"
31165,Nebraska,Sioux County,"1,311","1,166"
31167,Nebraska,Stanton County,"6,129","5,920"
31169,Nebraska,Thayer County,"5,228","5,003"
31171,Nebraska,Thomas County,647,722
31173,Nebraska,Thurston County,"6,940","7,224"
31175,Nebraska,Valley County,"4,260","4,158"
31177,Nebraska,Washington County,"20,234","20,729"
31179,Nebraska,Wayne County,"9,595","9,385"
31181,Nebraska,Webster County,"3,812","3,487"
31183,Nebraska,Wheeler County,818,783
31185,Nebraska,York County,"13,665","13,679"
32000,Nevada,Nevada,"2,700,551","3,080,156"
32001,Nevada,Churchill County,"24,877","24,909"
32003,Nevada,Clark County,"1,951,269","2,266,715"
32005,Nevada,Douglas County,"46,997","48,905"
32007,Nevada,Elko County,"48,818","52,778"
32009,Nevada,Esmeralda County,783,873
32011,Nevada,Eureka County,"1,987","2,029"
32013,Nevada,Humboldt County,"16,528","16,831"
32015,Nevada,Lander County,"5,775","5,532"
32017,Nevada,Lincoln County,"5,345","5,183"
32019,Nevada,Lyon County,"51,980","57,510"
32021,Nevada,Mineral County,"4,772","4,505"
32023,Nevada,Nye County,"43,946","46,523"
32027,Nevada,Pershing County,"6,753","6,725"
32029,Nevada,Storey County,"4,010","4,123"
32031,Nevada,Washoe County,"421,407","471,519"
32033,Nevada,White Pine County,"10,030","9,580"
32510,Nevada,Carson City,"55,274","55,916"
33000,New Hampshire,New Hampshire,"1,316,470","1,359,711"
33001,New Hampshire,Belknap County,"60,088","61,303"
33003,New Hampshire,Carroll County,"47,818","48,910"
33005,New Hampshire,Cheshire County,"77,117","76,085"
33007,New Hampshire,Coos County,"33,055","31,563"
33009,New Hampshire,Grafton County,"89,118","89,886"
33011,New Hampshire,Hillsborough County,"400,721","417,025"
33013,New Hampshire,Merrimack County,"146,445","151,391"
33015,New Hampshire,Rockingham County,"295,223","309,769"
33017,New Hampshire,Strafford County,"123,143","130,633"
33019,New Hampshire,Sullivan County,"43,742","43,146"
34000,New Jersey,New Jersey,"8,791,894","8,882,190"
34001,New Jersey,Atlantic County,"274,549","263,670"
34003,New Jersey,Bergen County,"905,116","932,202"
34005,New Jersey,Burlington County,"448,734","445,349"
34007,New Jersey,Camden County,"513,657","506,471"
34009,New Jersey,Cape May County,"97,265","92,039"
34011,New Jersey,Cumberland County,"156,898","149,527"
34013,New Jersey,Essex County,"783,969","798,975"
34015,New Jersey,Gloucester County,"288,288","291,636"
34017,New Jersey,Hudson County,"634,266","672,391"
34019,New Jersey,Hunterdon County,"128,349","124,371"
34021,New Jersey,Mercer County,"366,513","367,430"
34023,New Jersey,Middlesex County,"809,858","825,062"
34025,New Jersey,Monmouth County,"630,380","618,795"
34027,New Jersey,Morris County,"492,276","491,845"
34029,New Jersey,Ocean County,"576,567","607,186"
34031,New Jersey,Passaic County,"501,226","501,826"
34033,New Jersey,Salem County,"66,083","62,385"
34035,New Jersey,Somerset County,"323,444","328,934"
34037,New Jersey,Sussex County,"149,265","140,488"
34039,New Jersey,Union County,"536,499","556,341"
34041,New Jersey,Warren County,"108,692","105,267"
35000,New Mexico,New Mexico,"2,059,179","2,096,829"
35001,New Mexico,Bernalillo County,"662,564","679,121"
35003,New Mexico,Catron County,"3,725","3,527"
35005,New Mexico,Chaves County,"65,645","64,615"
35006,New Mexico,Cibola County,"27,213","26,675"
35007,New Mexico,Colfax County,"13,750","11,941"
35009,New Mexico,Curry County,"48,376","48,954"
35011,New Mexico,De Baca County,"2,022","1,748"
35013,New Mexico,Doña Ana County,"209,233","218,195"
35015,New Mexico,Eddy County,"53,829","58,460"
35017,New Mexico,Grant County,"29,514","26,998"
35019,New Mexico,Guadalupe County,"4,687","4,300"
35021,New Mexico,Harding County,695,625
35023,New Mexico,Hidalgo County,"4,894","4,198"
35025,New Mexico,Lea County,"64,727","71,070"
35027,New Mexico,Lincoln County,"20,497","19,572"
35028,New Mexico,Los Alamos County,"17,950","19,369"
35029,New Mexico,Luna County,"25,095","23,709"
35031,New Mexico,McKinley County,"71,492","71,367"
35033,New Mexico,Mora County,"4,881","4,521"
35035,New Mexico,Otero County,"63,797","67,490"
35037,New Mexico,Quay County,"9,041","8,253"
35039,New Mexico,Rio Arriba County,"40,246","38,921"
35041,New Mexico,Roosevelt County,"19,846","18,500"
35043,New Mexico,Sandoval County,"131,561","146,748"
35045,New Mexico,San Juan County,"130,044","123,958"
35047,New Mexico,San Miguel County,"29,393","27,277"
35049,New Mexico,Santa Fe County,"144,170","150,358"
35051,New Mexico,Sierra County,"11,988","10,791"
35053,New Mexico,Socorro County,"17,866","16,637"
35055,New Mexico,Taos County,"32,937","32,723"
35057,New Mexico,Torrance County,"16,383","15,461"
35059,New Mexico,Union County,"4,549","4,059"
35061,New Mexico,Valencia County,"76,569","76,688"
36000,New York,New York,"19,378,102","19,453,561"
36001,New York,Albany County,"304,204","305,506"
36003,New York,Allegany County,"48,946","46,091"
36005,New York,Bronx County,"1,385,108","1,418,207"
36007,New York,Broome County,"200,600","190,488"
36009,New York,Cattaraugus County,"80,317","76,117"
36011,New York,Cayuga County,"80,026","76,576"
36013,New York,Chautauqua County,"134,905","126,903"
36015,New York,Chemung County,"88,830","83,456"
36017,New York,Chenango County,"50,477","47,207"
36019,New York,Clinton County,"82,128","80,485"
36021,New York,Columbia County,"63,096","59,461"
36023,New York,Cortland County,"49,336","47,581"
36025,New York,Delaware County,"47,980","44,135"
36027,New York,Dutchess County,"297,488","294,218"
36029,New York,Erie County,"919,040","918,702"
36031,New York,Essex County,"39,370","36,885"
36033,New York,Franklin County,"51,599","50,022"
36035,New York,Fulton County,"55,531","53,383"
36037,New York,Genesee County,"60,079","57,280"
36039,New York,Greene County,"49,221","47,188"
36041,New York,Hamilton County,"4,836","4,416"
36043,New York,Herkimer County,"64,519","61,319"
36045,New York,Jefferson County,"116,229","109,834"
36047,New York,Kings County,"2,504,700","2,559,903"
36049,New York,Lewis County,"27,087","26,296"
36051,New York,Livingston County,"65,393","62,914"
36053,New York,Madison County,"73,442","70,941"
36055,New York,Monroe County,"744,344","741,770"
36057,New York,Montgomery County,"50,219","49,221"
36059,New York,Nassau County,"1,339,532","1,356,924"
36061,New York,New York County,"1,585,873","1,628,706"
36063,New York,Niagara County,"216,469","209,281"
36065,New York,Oneida County,"234,878","228,671"
36067,New York,Onondaga County,"467,026","460,528"
36069,New York,Ontario County,"107,931","109,777"
36071,New York,Orange County,"372,813","384,940"
36073,New York,Orleans County,"42,883","40,352"
36075,New York,Oswego County,"122,109","117,124"
36077,New York,Otsego County,"62,259","59,493"
36079,New York,Putnam County,"99,710","98,320"
36081,New York,Queens County,"2,230,722","2,253,858"
36083,New York,Rensselaer County,"159,429","158,714"
36085,New York,Richmond County,"468,730","476,143"
36087,New York,Rockland County,"311,687","325,789"
36089,New York,St. Lawrence County,"111,944","107,740"
36091,New York,Saratoga County,"219,607","229,863"
36093,New York,Schenectady County,"154,727","155,299"
36095,New York,Schoharie County,"32,749","30,999"
36097,New York,Schuyler County,"18,343","17,807"
36099,New York,Seneca County,"35,251","34,016"
36101,New York,Steuben County,"98,990","95,379"
36103,New York,Suffolk County,"1,493,350","1,476,601"
36105,New York,Sullivan County,"77,547","75,432"
36107,New York,Tioga County,"51,125","48,203"
36109,New York,Tompkins County,"101,564","102,180"
36111,New York,Ulster County,"182,493","177,573"
36113,New York,Warren County,"65,707","63,944"
36115,New York,Washington County,"63,216","61,204"
36117,New York,Wayne County,"93,772","89,918"
36119,New York,Westchester County,"949,113","967,506"
36121,New York,Wyoming County,"42,155","39,859"
36123,New York,Yates County,"25,348","24,913"
37000,North Carolina,North Carolina,"9,535,483","10,488,084"
37001,North Carolina,Alamance County,"151,131","169,509"
37003,North Carolina,Alexander County,"37,198","37,497"
37005,North Carolina,Alleghany County,"11,155","11,137"
37007,North Carolina,Anson County,"26,948","24,446"
